"","id","gene","flag","first_pos","second_pos","length","quality","essentiel","init"
"7076","ECK3624-JW3609","coaD",163,3803138,3803694,556,"50M","False","r"
"7078","ECK3623-JW3608","kdtA",163,3801853,3803207,1354,"50M","False","r"
"7080","ECK3622-JW3607","rfaQ",163,3800395,3801506,1111,"50M","False","f"
"7082","ECK3621-JW3606","rfaG",163,3799274,3800475,1201,"50M","False","f"
"7084","ECK3620-JW3605","rfaP",163,3798484,3799358,874,"50M","False","f"
"7086","ECK3619-JW3604","rfaS",163,3797512,3798524,1012,"50M","False","f"
"7088","ECK3618-JW3603","rfaB",163,3796389,3797575,1186,"50M","False","f"
"7090","ECK3617-JW3602","rfaI",163,3795370,3796466,1096,"50M","False","f"
"7092","ECK3616-JW3601","rfaJ",163,3794314,3795407,1093,"50M","False","f"
"7094","ECK3615-JW3600","rfaY",163,3793598,3794373,775,"50M","False","f"
"7096","ECK3614-JW3599","rfaZ",163,3792676,3793604,928,"50M","False","f"
"7098","ECK3613-JW3598","rfaK",163,3791570,3792720,1150,"50M","False","f"
"7100","ECK3612-JW3597","rfaL",163,3790261,3791597,1336,"50M","False","r"
"7102","ECK3611-JW3596","rfaC",163,3789292,3790328,1036,"50M","False","r"
"7104","ECK3610-JW3595","rfaF",163,3788242,3789365,1123,"50M","False","r"
"7106","ECK3609-JW3594","rfaD",163,3787300,3788309,1009,"50M","False","r"
"7108","ECK3608-JW5644","htrL",163,3786157,3787091,934,"50M","False","f"
"7110","ECK3607-JW3592","kbl",163,3784686,3785959,1273,"50M","False","f"
"7112","ECK3606-JW3591","tdh",163,3783651,3784753,1102,"50M","False","f"
"7114","ECK3605-JW3590","yibD",163,3782378,3783489,1111,"50M","False","f"
"7116","ECK3604-JW5645","yibQ",163,3781414,3782450,1036,"50M","False","r"
"7118","ECK3603-JW5646","envC",163,3780127,3781487,1360,"50M","False","r"
"7120","ECK3602-JW3587","gpmI",163,3778573,3780194,1621,"50M","False","r"
"7122","ECK3601-JW3586","yibN",163,3777915,3778423,508,"50M","False","f"
"7124","ECK3600-JW3585","grxC",163,3777522,3777850,328,"50M","False","f"
"7126","ECK3599-JW3584","secB",163,3776992,3777536,544,"50M","False","f"
"7128","ECK3598-JW3583","gpsA",163,3775973,3777069,1096,"50M","False","f"
"7130","ECK3597-JW3582","cysE",163,3775072,3775970,898,"50M","False","f"
"7132","ECK3596-JW3581","yibK",163,3774528,3775078,550,"50M","False","r"
"7134","ECK3595-JW3580","lldD",163,3773140,3774407,1267,"50M","False","r"
"7136","ECK3594-JW3579","lldR",163,3772367,3773220,853,"50M","False","r"
"7138","ECK3593-JW3578","lldP",163,3770712,3772444,1732,"50M","False","r"
"7140","ECK3592-JW3577","yibL",163,3769978,3770417,439,"50M","False","r"
"7142","ECK3591-JW3576","yibT",163,3769502,3769788,286,"50M","False","f"
"7144","ECK3590-JW3575","mtlR",163,3768885,3769549,664,"50M","False","r"
"7146","ECK3589-JW3574","mtlD",163,3767737,3768962,1225,"50M","False","r"
"7148","ECK3588-JW3573","mtlA",163,3765594,3767584,1990,"50M","False","r"
"7150","ECK3587-JW3572","yibI",163,3764713,3765152,439,"50M","False","f"
"7152","ECK3586-JW3571","yibH",163,3763574,3764787,1213,"50M","False","f"
"7154","ECK3585-JW3570","yibG",163,3761490,3762028,538,"50M","False","r"
"7156","ECK3584-JW5647","yibJ",163,3760534,3761312,778,"50M","False","r"
"7158","ECK3583-JW3568","yibA",163,3759650,3760569,919,"50M","False","r"
"7160","ECK3582-JW3566","rhsA",161,3755496,3759706,4210,"50M","False","r"
"7162","ECK3581-JW3565","yibF",163,3754678,3755363,685,"50M","False","f"
"7164","ECK3580-JW3564","selA",163,3753189,3754657,1468,"50M","False","f"
"7166","ECK3579-JW3563","selB",163,3751348,3753269,1921,"50M","False","f"
"7168","ECK3578-JW5648","yiaY",163,3750007,3751235,1228,"50M","False","f"
"7170","ECK3577-JW3561","aldB",163,3748304,3749919,1615,"50M","False","f"
"7172","ECK3576-JW3559","yiaW",163,3747436,3747836,400,"50M","False","f"
"7174","ECK3575-JW3558","yiaV",163,3746294,3747507,1213,"50M","False","f"
"7176","ECK3574-JW3557","yiaU",163,3745305,3746356,1051,"50M","False","r"
"7178","ECK3573-JW3556","yiaT",163,3744459,3745276,817,"50M","False","f"
"7180","none-JW5649","none",163,3744186,3744736,550,"50M","False","r"
"7182","ECK3572-JW3555","sgbE",163,3743399,3744171,772,"50M","False","r"
"7184","ECK3571-JW5650","sgbU",163,3742545,3743482,937,"50M","False","r"
"7186","ECK3570-JW3553","sgbH",163,3741890,3742629,739,"50M","False","r"
"7188","ECK3569-JW3552","lyxK",163,3740397,3741970,1573,"50M","False","r"
"7190","ECK3568-JW3551","yiaO",163,3739407,3740470,1063,"50M","False","r"
"7192","ECK3567-JW5651","yiaN",163,3738117,3739471,1354,"50M","False","r"
"7194","ECK3566-JW3549","yiaM",163,3737641,3738191,550,"50M","False","r"
"7196","ECK3565-JW3548","yiaL",163,3737056,3737600,544,"50M","False","r"
"7198","ECK3564-JW3547","yiaK",163,3736046,3737121,1075,"50M","False","r"
"7200","ECK3563-JW3546","yiaJ",163,3735015,3735940,925,"50M","False","f"
"7202","ECK3562-JW3545","yiaI",163,3734440,3734990,550,"50M","False","f"
"7204","ECK3561-JW5652","avtA",163,3733018,3734348,1330,"50M","False","r"
"7206","ECK3560-JW3543","malS",163,3730810,3732917,2107,"50M","False","r"
"7208","ECK3559-JW5653","bax",163,3729684,3730585,901,"50M","False","f"
"7210","ECK3558-JW3541","xylR",163,3728292,3729547,1255,"50M","False","r"
"7212","ECK3557-JW3540","xylH",163,3727033,3728291,1258,"50M","False","r"
"7214","ECK3556-JW3539","xylG",163,3725514,3727132,1618,"50M","False","r"
"7216","ECK3555-JW3538","xylF",163,3724444,3725513,1069,"50M","False","r"
"7218","ECK3554-JW3537","xylA",163,3722774,3724173,1399,"50M","False","f"
"7220","ECK3553-JW3536","xylB",163,3721248,3722779,1531,"50M","False","f"
"7222","ECK3552-JW5654","yiaB",163,3720738,3721156,418,"50M","False","f"
"7224","ECK3551-JW3534","yiaA",163,3720255,3720769,514,"50M","False","f"
"7226","ECK3550-JW3533","yiaH",163,3719200,3720272,1072,"50M","False","r"
"7228","ECK3549-JW3532","ysaB",163,3718744,3719120,376,"50M","False","f"
"7230","ECK3548-JW3531","glyQ",163,3717738,3718726,988,"50M","False","f"
"7232","ECK3547-JW3530","glyS",163,3715659,3717805,2146,"50M","False","f"
"7234","ECK3544-JW3526","hokA",163,3713779,3714008,229,"50M","False","f"
"7236","ECK3543-JW3525","cspA",163,3713362,3713651,289,"50M","False","r"
"7238","ECK3542-JW3524","yiaG",163,3712791,3713158,367,"50M","False","r"
"7240","ECK3541-JW5655","yiaF",163,3711665,3712452,787,"50M","False","f"
"7242","ECK3540-JW5656","tiaE",163,3710623,3711674,1051,"50M","False","r"
"7244","ECK3539-JW5657","yiaD",163,3709860,3710596,736,"50M","False","r"
"7246","ECK3538-JW5940","bisC",163,3707392,3709802,2410,"50M","False","f"
"7248","ECK3537-JW3519","yiaC",163,3706965,3707482,517,"50M","False","r"
"7250","ECK3536-JW3518","tag",163,3706405,3707045,640,"50M","False","r"
"7252","ECK3535-JW5659","yhjY",163,3705567,3706342,775,"50M","False","f"
"7254","ECK3534-JW3516","yhjX",163,3704130,3705415,1285,"50M","False","f"
"7256","ECK3533-JW5660","eptB",163,3702115,3703883,1768,"50M","False","f"
"7258","none-JW5661","none",163,3701551,3701969,418,"50M","False","f"
"7260","ECK3531-JW3513","dppA",163,3699429,3701113,1684,"50M","False","f"
"7262","none-JW5662","none",163,3699190,3699425,235,"50M","False","r"
"7264","ECK3530-JW3512","dppB",163,3698102,3699198,1096,"50M","False","f"
"7266","ECK3529-JW3511","dppC",163,3697190,3698169,979,"50M","False","f"
"7268","ECK3528-JW3510","dppD",163,3696196,3697256,1060,"50M","False","f"
"7270","ECK3527-JW3509","dppF",163,3695195,3696276,1081,"50M","False","f"
"7272","ECK3526-JW3508","yhjV",163,3693876,3695224,1348,"50M","False","r"
"7274","ECK3523-JW3506","bcsG",163,3691527,3693283,1756,"50M","False","r"
"7276","ECK3522-JW5663","bcsF",163,3691339,3691607,268,"50M","False","r"
"7278","ECK3521-JW3504","bcsE",163,3689771,3691419,1648,"50M","False","r"
"7280","ECK3520-JW3503","yhjR",163,3689328,3689593,265,"50M","False","f"
"7282","ECK3519-JW5941","yhjQ",163,3688564,3689357,793,"50M","False","f"
"7284","ECK3518-JW5665","bcsA",163,3685949,3688644,2695,"50M","False","f"
"7286","ECK3517-JW3500","bcsB",163,3683599,3686015,2416,"50M","False","f"
"7288","ECK3516-JW3499","bcsZ",163,3682486,3683669,1183,"50M","False","f"
"7290","ECK3515-JW5942","bcsC",161,3679031,3682581,3550,"50M","False","f"
"7292","ECK3514-JW5943","yhjK",163,3676961,3678987,2026,"50M","False","f"
"7294","ECK3513-JW3496","dctA",163,3675492,3676855,1363,"50M","False","f"
"7296","ECK3512-JW3495","yhjJ",163,3673775,3675348,1573,"50M","False","f"
"7298","ECK3511-JW5668","kdgK",163,3672732,3673738,1006,"50M","False","r"
"7300","ECK3510-JW3493","yhjH",163,3671751,3672595,844,"50M","False","f"
"7302","ECK3509-JW3492","yhjG",163,3669621,3671773,2152,"50M","False","f"
"7304","ECK3508-JW3491","yhjE",163,3668099,3669498,1399,"50M","False","r"
"7306","ECK3507-JW3490","yhjD",163,3666675,3667765,1090,"50M","False","r"
"7308","ECK3506-JW3489","yhjC",163,3665655,3666703,1048,"50M","False","r"
"7310","ECK3505-JW3488","yhjB",163,3664623,3665302,679,"50M","False","f"
"7312","ECK3504-JW3487","treF",163,3662905,3664631,1726,"50M","False","r"
"7314","ECK3503-JW3486","yhjA",163,3661122,3662596,1474,"50M","False","f"
"7316","ECK3502-JW3485","gadA",163,3659511,3660988,1477,"50M","False","f"
"7318","ECK3501-JW3484","gadX",163,3658317,3659218,901,"50M","False","f"
"7320","ECK3499-JW3483","gadW",163,3657221,3658026,805,"50M","False","f"
"7322","ECK3498-JW3482","mdtF",163,3653727,3656917,3190,"50M","False","r"
"7324","ECK3497-JW3481","mdtE",163,3652545,3653779,1234,"50M","False","r"
"7326","ECK3496-JW3480","gadE",163,3651679,3652283,604,"50M","False","r"
"7328","ECK3495-JW3479","hdeD",163,3650308,3650957,649,"50M","False","r"
"7330","ECK3494-JW3478","hdeA",163,3649739,3650148,409,"50M","False","f"
"7332","ECK3493-JW5669","hdeB",163,3649297,3649700,403,"50M","False","f"
"7334","ECK3492-JW5670","yhiD",163,3648586,3649310,724,"50M","False","f"
"7336","ECK3491-JW3475","yhiF",163,3647996,3648603,607,"50M","False","r"
"7338","ECK3490-JW3474","slp",163,3647274,3647917,643,"50M","False","r"
"7340","ECK3489-JW3471","yhiS",163,3644604,3645463,859,"50M","False","r"
"7342","ECK3488-JW3470","arsC",163,3643550,3644052,502,"50M","False","r"
"7344","ECK3487-JW3469","arsB",163,3642248,3643614,1366,"50M","False","r"
"7346","ECK3486-JW3468","arsR",163,3641841,3642271,430,"50M","False","r"
"7348","ECK3485-JW3467","gor",163,3639612,3641041,1429,"50M","False","r"
"7350","ECK3484-JW3466","yhiR",163,3638698,3639617,919,"50M","False","r"
"7352","ECK3483-JW3465","prlC",163,3636471,3638590,2119,"50M","False","f"
"7354","ECK3482-JW5672","yhiQ",163,3635711,3636540,829,"50M","False","f"
"7356","ECK3481-JW3463","yhiP",163,3634175,3635721,1546,"50M","False","r"
"7358","ECK3480-JW3462","uspA",163,3633424,3633935,511,"50M","False","r"
"7360","ECK3479-JW3461","yhiO",163,3632716,3633128,412,"50M","False","f"
"7362","ECK3478-JW3460","pitA",163,3630955,3632531,1576,"50M","False","r"
"7364","ECK3477-JW3459","yhiN",163,3629539,3630818,1279,"50M","False","f"
"7366","ECK3476-JW5944","yhiM",163,3628112,3629283,1171,"50M","False","r"
"7368","ECK3475-JW3457","yhiL",163,3626551,3627866,1315,"50M","False","f"
"7370","ECK3474-JW5674","yhiK",163,3626183,3626652,469,"50M","False","f"
"7372","ECK3473-JW3455","yhiJ",163,3624299,3625998,1699,"50M","False","f"
"7374","none-JW5675","none",163,3623926,3624134,208,"50M","False","f"
"7376","ECK3472-JW3454","yhiI",163,3622865,3624010,1145,"5M1D45M","False","f"
"7378","ECK3471-JW5676","rbbA",163,3620134,3622946,2812,"50M","False","f"
"7380","ECK3470-JW5677","yhhJ",163,3619010,3620211,1201,"50M","False","f"
"7382","ECK3469-JW3451","yhhI",163,3617691,3618904,1213,"50M","False","r"
"7384","ECK3468-JW5678","yrhC",163,3617200,3617522,322,"50M","False","r"
"7386","ECK3467-JW3449","yhhH",163,3616712,3617172,460,"50M","False","r"
"7388","ECK3466-JW5679","rhsB",161,3612505,3616817,4312,"50M","False","r"
"7390","ECK3465-JW3446","nikR",163,3611901,3612379,478,"50M","False","r"
"7392","ECK3464-JW3445","nikE",163,3611089,3611972,883,"50M","False","r"
"7394","ECK3463-JW3444","nikD",163,3610328,3611169,841,"50M","False","r"
"7396","ECK3462-JW3443","nikC",163,3609495,3610405,910,"50M","False","r"
"7398","ECK3461-JW3442","nikB",163,3608554,3609575,1021,"50M","False","r"
"7400","ECK3460-JW3441","nikA",163,3606980,3608631,1651,"50M","False","r"
"7402","ECK3459-JW3440","acpT",163,3606282,3606946,664,"50M","False","r"
"7404","ECK3458-JW5680","yhhT",163,3605178,3606304,1126,"50M","False","r"
"7406","ECK3457-JW5945","yhhS",163,3603847,3605174,1327,"50M","False","f"
"7408","ECK3456-JW5682","dcrB",163,3603268,3603902,634,"50M","False","r"
"7410","ECK3455-JW3436","yhhQ",163,3602530,3603272,742,"50M","False","r"
"7412","ECK3454-JW3435","yhhP",163,3602082,3602404,322,"50M","False","f"
"7414","ECK3453-JW3434","zntA",163,3599764,3602039,2275,"50M","False","r"
"7416","ECK3452-JW3433","yhhN",163,3599064,3599767,703,"50M","False","r"
"7418","ECK3451-JW3432","yhhM",163,3598582,3599018,436,"50M","False","f"
"7420","ECK3450-JW5683","yhhL",163,3598292,3598638,346,"50M","False","r"
"7422","ECK3449-JW3430","yhhF",163,3597706,3598379,673,"50M","False","r"
"7424","ECK3448-JW3429","ftsY",163,3596081,3597651,1570,"50M","False","f"
"7426","ECK3447-JW3428","ftsE",163,3595410,3596155,745,"50M","False","f"
"7428","ECK3446-JW3427","ftsX",163,3594359,3595494,1135,"50M","False","f"
"7430","ECK3445-JW3426","rpoH",163,3593260,3594191,931,"50M","False","f"
"7432","ECK3444-JW3425","livJ",163,3591886,3593066,1180,"50M","False","f"
"7434","ECK3443-JW3424","yhhK",163,3591297,3591757,460,"50M","False","r"
"7436","ECK3442-JW3423","livK",163,3589782,3590968,1186,"50M","False","f"
"7438","ECK3441-JW3422","livH",163,3588808,3589811,1003,"50M","False","f"
"7440","ECK3440-JW3421","livM",163,3587534,3588888,1354,"50M","False","f"
"7442","ECK3439-JW3420","livG",163,3586770,3587614,844,"50M","False","f"
"7444","ECK3438-JW3419","livF",163,3586055,3586845,790,"50M","False","f"
"7446","ECK3437-JW3418","ugpB",163,3584340,3585733,1393,"50M","False","f"
"7448","ECK3436-JW3417","ugpA",163,3583355,3584319,964,"50M","False","f"
"7450","ECK3435-JW3416","ugpE",163,3582513,3583435,922,"50M","False","f"
"7452","ECK3434-JW3415","ugpC",163,3581441,3582588,1147,"50M","False","f"
"7454","ECK3433-JW3414","ugpQ",163,3580701,3581521,820,"50M","False","f"
"7456","ECK3432-JW3413","yhhA",163,3580256,3580773,517,"50M","False","r"
"7458","ECK3431-JW3412","ggt",163,3578412,3580231,1819,"50M","False","f"
"7460","ECK3430-JW3411","yrhB",163,3578072,3578433,361,"50M","False","r"
"7462","none-JW5684","none",163,3577717,3577949,232,"50M","False","r"
"7464","ECK3429-JW5864","yrhA",163,3576351,3576844,493,"50M","False","r"
"7466","ECK3428-JW3406","yhhZ",163,3575176,3576431,1255,"50M","False","r"
"7468","ECK3427-JW3405","yhhY",163,3574451,3575016,565,"50M","False","r"
"7470","ECK3425-JW3403","yhhX",163,3573099,3574213,1114,"50M","False","f"
"7472","ECK3424-JW3402","yhhW",163,3572281,3573053,772,"50M","False","f"
"7474","ECK3423-JW5946","gntR",163,3571062,3572077,1015,"50M","False","f"
"7476","ECK3422-JW3400","gntK",163,3570396,3571000,604,"50M","False","f"
"7478","ECK3421-JW5686","gntU",163,3569052,3570469,1417,"50M","False","f"
"7480","ECK3420-JW3397","yhgN",163,3568384,3569054,670,"50M","False","r"
"7482","ECK3419-JW3396","asd",163,3567106,3568286,1180,"50M","False","f"
"7484","ECK3418-JW3395","glgB",163,3564647,3566910,2263,"50M","False","f"
"7486","ECK3417-JW3394","glgX",163,3562677,3564727,2050,"50M","False","f"
"7488","ECK3416-JW3393","glgC",163,3561364,3562736,1372,"50M","False","f"
"7490","ECK3415-JW3392","glgA",163,3559931,3561441,1510,"50M","False","f"
"7492","ECK3414-JW3391","glgP",163,3557465,3559989,2524,"50M","False","f"
"7494","ECK3413-JW3390","yzgL",163,3557055,3557413,358,"50M","False","f"
"7496","ECK3412-JW3389","glpD",163,3555326,3556908,1582,"50M","False","r"
"7498","ECK3411-JW3388","glpE",163,3554828,3555231,403,"50M","False","f"
"7500","ECK3410-JW5687","glpG",163,3553953,3554860,907,"50M","False","f"
"7502","ECK3409-JW3386","glpR",163,3553178,3554013,835,"50M","False","f"
"7504","ECK3408-JW3385","rtcR",163,3551580,3553255,1675,"50M","False","r"
"7506","ECK3407-JW3384","rtcB",163,3550183,3551486,1303,"50M","False","f"
"7508","ECK3406-JW5688","rtcA",163,3549163,3550256,1093,"50M","False","f"
"7510","ECK3405-JW3381","malT",163,3546397,3549179,2782,"50M","False","r"
"7512","ECK3404-JW5689","malP",163,3543410,3545880,2470,"50M","False","f"
"7514","ECK3403-JW3379","malQ",163,3541316,3543477,2161,"50M","False","f"
"7516","ECK3402-JW5690","gntT",163,3539871,3541264,1393,"50M","False","r"
"7518","ECK3401-JW3377","gntY",163,3538936,3539588,652,"50M","False","r"
"7520","ECK3400-JW5691","gntX",163,3538194,3538954,760,"50M","False","r"
"7522","ECK3399-JW3375","bioH",163,3537404,3538251,847,"50M","False","f"
"7524","ECK3398-JW3374","yhgA",163,3536479,3537434,955,"50M","False","r"
"7526","ECK3397-JW3373","yhgG",163,3536040,3536353,313,"50M","False","r"
"7528","ECK3396-JW3372","feoB",163,3533719,3536117,2398,"50M","False","r"
"7530","ECK3395-JW3371","feoA",163,3533475,3533779,304,"50M","False","r"
"7532","ECK3394-JW3370","yhgF",163,3530697,3533095,2398,"50M","False","r"
"7534","ECK3393-JW3369","greB",163,3530124,3530677,553,"50M","False","r"
"7536","ECK3392-JW3368","ompR",163,3529195,3529991,796,"50M","False","f"
"7538","ECK3391-JW3367","envZ",163,3527846,3529275,1429,"50M","False","f"
"7540","ECK3390-JW3366","pck",163,3526130,3527829,1699,"50M","False","r"
"7542","ECK3389-JW3365","yhgE",163,3524045,3525846,1801,"50M","False","f"
"7544","ECK3388-JW5692","hslO",163,3523086,3524041,955,"50M","False","r"
"7546","ECK3387-JW3363","hslR",163,3522660,3523138,478,"50M","False","r"
"7548","ECK3386-JW5865","yrfG",163,3521936,3522726,790,"50M","False","r"
"7550","ECK3385-JW3361","yrfF",163,3519781,3521993,2212,"50M","False","r"
"7552","ECK3384-JW3360","nudE",163,3518919,3519556,637,"50M","False","f"
"7554","ECK3383-JW3359","mrcA",163,3516183,3518812,2629,"50M","False","r"
"7556","ECK3382-JW5693","yrfD",163,3515302,3516158,856,"50M","False","f"
"7558","ECK3381-JW3357","yrfC",163,3514763,3515379,616,"50M","False","f"
"7560","ECK3380-JW3356","yrfB",163,3514339,3514856,517,"50M","False","f"
"7562","ECK3379-JW5694","yrfA",163,3513945,3514426,481,"50M","False","f"
"7564","ECK3378-JW3354","hofQ",163,3512795,3514110,1315,"50M","False","f"
"7566","ECK3377-JW5947","aroK",163,3511873,3512672,799,"50M","False","f"
"7568","ECK3376-JW3352","aroB",163,3510728,3511893,1165,"50M","False","f"
"7570","ECK3375-JW3351","damX",163,3509350,3510713,1363,"50M","False","f"
"7572","ECK3374-JW3350","dam",163,3508407,3509320,913,"50M","False","f"
"7574","ECK3373-JW3349","rpe",163,3507712,3508466,754,"50M","False","f"
"7576","ECK3372-JW3348","gph",163,3506961,3507796,835,"50M","False","f"
"7578","ECK3371-JW3347","trpS",163,3505964,3507045,1081,"50M","False","f"
"7580","ECK3370-JW5948","yhfZ",163,3504769,3505532,763,"50M","False","f"
"7582","ECK3369-JW5696","yhfY",163,3504390,3504829,439,"50M","False","f"
"7584","ECK3368-JW3344","yhfX",163,3503143,3504383,1240,"50M","False","f"
"7586","ECK3367-JW3343","yhfW",163,3501917,3503220,1303,"50M","False","f"
"7588","ECK3366-JW3342","php",163,3501042,3501997,955,"50M","False","f"
"7590","ECK3365-JW5697","yhfU",163,3500678,3501108,430,"50M","False","f"
"7592","ECK3364-JW3340","yhfT",163,3499362,3500743,1381,"50M","False","f"
"7594","ECK3363-JW3339","yhfS",163,3498265,3499427,1162,"50M","False","f"
"7596","ECK3362-JW5698","frlR",163,3497364,3498172,808,"50M","False","r"
"7598","ECK3361-JW3337","frlD",163,3496479,3497341,862,"50M","False","r"
"7600","ECK3360-JW5699","frlC",163,3495652,3496559,907,"50M","False","r"
"7602","ECK3359-JW5700","frlB",163,3494580,3495679,1099,"50M","False","r"
"7604","ECK3358-JW3333","frlA",163,3493222,3494636,1414,"50M","False","r"
"7606","ECK3357-JW3332","yhfL",163,3492760,3493004,244,"50M","False","r"
"7608","ECK3356-JW3331","cysG",163,3491140,3492590,1450,"50M","False","r"
"7610","ECK3355-JW3330","nirC",163,3490315,3491198,883,"50M","False","r"
"7612","ECK3354-JW3329","nirD",163,3489863,3490266,403,"50M","False","r"
"7614","ECK3353-JW3328","nirB",163,3487323,3489943,2620,"50M","False","r"
"7616","ECK3352-JW3327","tsgA",163,3485880,3487138,1258,"50M","False","r"
"7618","ECK3351-JW3326","ppiA",163,3485055,3485704,649,"50M","False","f"
"7620","ECK3350-JW3325","yhfG",163,3484783,3485027,244,"50M","False","f"
"7622","ECK3349-JW3324","fic",163,3484191,3484870,679,"50M","False","f"
"7624","ECK3348-JW3323","pabA",163,3483596,3484236,640,"50M","False","f"
"7626","ECK3347-JW3322","argD",163,3482290,3483587,1297,"50M","False","f"
"7628","ECK3346-JW5701","yhfK",163,3480103,3482282,2179,"50M","False","r"
"7630","ECK3345-JW5702","crp",163,3479432,3480141,709,"50M","False","r"
"7632","ECK3344-JW3319","yhfA",163,3478744,3479225,481,"50M","False","f"
"7634","ECK3343-JW3318","prkB",163,3477802,3478748,946,"50M","False","r"
"7636","ECK3342-JW3317","yheU",163,3477530,3477825,295,"50M","False","r"
"7638","ECK3341-JW3316","yheT",163,3476514,3477613,1099,"50M","False","r"
"7640","ECK3340-JW3315","yheS",163,3474601,3476591,1990,"50M","False","r"
"7642","ECK3339-JW3314","kefG",163,3473937,3474568,631,"50M","False","f"
"7644","ECK3338-JW3313","kefB",163,3472132,3474014,1882,"50M","False","f"
"7646","ECK3337-JW3312","yheV",163,3471922,3472199,277,"50M","False","f"
"7648","ECK3336-JW3311","slyD",163,3471237,3471904,667,"50M","False","f"
"7650","ECK3335-JW3310","slyX",163,3470952,3471247,295,"50M","False","r"
"7652","ECK3334-JW3309","fkpA",163,3469937,3470826,889,"50M","False","f"
"7654","ECK3333-JW5703","yheO",163,3469048,3469847,799,"50M","False","f"
"7656","ECK3332-JW3307","yheN",163,3468662,3469125,463,"50M","False","f"
"7658","ECK3331-JW3306","yheM",163,3468303,3468739,436,"50M","False","f"
"7660","ECK3330-JW3305","yheL",163,3468008,3468372,364,"50M","False","f"
"7662","ECK3329-JW3304","rpsL",163,3467508,3467959,451,"50M","False","f"
"7664","ECK3328-JW3303","rpsG",163,3466872,3467488,616,"50M","False","f"
"7666","ECK3327-JW3302","fusA",163,3464730,3466921,2191,"50M","False","f"
"7668","ECK3326-JW3301","tufA",163,3463475,3464736,1261,"50M","False","f"
"7670","ECK3325-JW3300","chiA",163,3460490,3463260,2770,"50M","False","f"
"7672","ECK3324-JW3299","bfd",163,3460127,3460398,271,"50M","False","f"
"7674","ECK3323-JW3298","bfr",163,3459579,3460132,553,"50M","False","f"
"7676","ECK3322-JW3297","gspO",163,3458855,3459609,754,"50M","False","r"
"7678","ECK3321-JW5704","gspM",163,3458394,3458932,538,"50M","False","r"
"7680","ECK3320-JW5705","gspL",163,3457234,3458474,1240,"50M","False","r"
"7682","ECK3319-JW3294","gspK",163,3456236,3457296,1060,"50M","False","r"
"7684","ECK3318-JW3293","gspJ",163,3455656,3456320,664,"50M","False","r"
"7686","ECK3317-JW5706","gspI",163,3455286,3455740,454,"50M","False","r"
"7688","ECK3316-JW3291","gspH",163,3454780,3455366,586,"50M","False","r"
"7690","ECK3315-JW3290","gspG",163,3454335,3454849,514,"50M","False","r"
"7692","ECK3314-JW3289","gspF",163,3453129,3454402,1273,"50M","False","r"
"7694","ECK3313-JW3288","gspE",163,3451651,3453209,1558,"50M","False","r"
"7696","ECK3312-JW5707","gspD",163,3449677,3451718,2041,"50M","False","r"
"7698","ECK3311-JW3286","gspC",163,3448890,3449782,892,"50M","False","r"
"7700","ECK3310-JW3285","gspA",163,3447259,3448805,1546,"50M","False","f"
"7702","ECK3309-JW3284","pioO",163,3446838,3447334,496,"50M","False","f"
"7704","ECK3308-JW3283","rpsJ",163,3446289,3446677,388,"50M","False","f"
"7706","ECK3307-JW3282","rplC",163,3445627,3446333,706,"50M","False","f"
"7708","ECK3306-JW3281","rplD",163,3445011,3445693,682,"50M","False","f"
"7710","ECK3305-JW3280","rplW",163,3444712,3445091,379,"50M","False","f"
"7712","ECK3304-JW3279","rplB",163,3443873,3444771,898,"50M","False","f"
"7714","ECK3303-JW3278","rpsS",163,3443578,3443933,355,"50M","False","f"
"7716","ECK3302-JW3277","rplV",163,3443231,3443640,409,"50M","False","f"
"7718","ECK3301-JW3276","rpsC",163,3442512,3443290,778,"50M","False","f"
"7720","ECK3300-JW3275","rplP",163,3442089,3442576,487,"50M","False","f"
"7722","ECK3299-JW3274","rpmC",163,3441898,3442166,268,"50M","False","f"
"7724","ECK3298-JW3273","rpsQ",163,3441644,3441975,331,"50M","False","f"
"7726","ECK3297-JW3272","rplN",163,3441108,3441556,448,"50M","False","f"
"7728","ECK3296-JW3271","rplX",163,3440783,3441174,391,"50M","False","f"
"7730","ECK3295-JW3270","rplE",163,3440229,3440845,616,"50M","False","f"
"7732","ECK3294-JW3269","rpsN",163,3439909,3440291,382,"50M","False","f"
"7734","ECK3293-JW3268","rpsH",163,3439483,3439952,469,"50M","False","f"
"7736","ECK3292-JW3267","rplF",163,3438937,3439547,610,"50M","False","f"
"7738","ECK3291-JW3266","rplR",163,3438574,3439004,430,"50M","False","f"
"7740","ECK3290-JW3265","rpsE",163,3438056,3438636,580,"50M","False","f"
"7742","ECK3289-JW3264","rpmD",163,3437873,3438129,256,"50M","False","f"
"7744","ECK3288-JW3263","rplO",163,3437435,3437946,511,"50M","False","f"
"7746","ECK3287-JW3262","secY",163,3436096,3437504,1408,"50M","False","f"
"7748","ECK3286-JW3261","rpmJ",163,3435948,3436141,193,"50M","False","f"
"7750","ECK3285-JW3260","rpsM",163,3435445,3435878,433,"50M","False","f"
"7752","ECK3284-JW3259","rpsK",163,3435039,3435505,466,"50M","False","f"
"7754","ECK3283-JW3258","rpsD",163,3434385,3435082,697,"50M","False","f"
"7756","ECK3282-JW3257","rpoA",163,3433370,3434436,1066,"50M","False","f"
"7758","ECK3281-JW3256","rplQ",163,3432946,3433406,460,"50M","False","f"
